Unnamed: 0,Unnamed: 0.1,Company Name,Location,Datum,Detail,Status Rocket, Rocket,Status Mission
348,348,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jun 15, 2018 04:00 UTC",Soyuz 2 | Payload,StatusActive,56.5,Success
349,349,Arianespace,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jun 15, 2009 04:00 UTC",Falcon 9 | Payload,StatusActive,,Success
350,350,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Sep 15, 1993 04:00 UTC",Atlas V | Payload,StatusActive,,Success
351,351,Roscosmos,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jun 15, 1969 04:00 UTC",Ariane 5 | Payload,StatusActive,,Success
352,352,Roscosmos,"ELA-3, Guiana Space Centre, French Guiana","Fri Sep 15, 1981 04:00 UTC",Soyuz 2 | Payload,StatusActive,181.8,Success
353,353,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Apr 15, 1996 04:00 UTC",Delta IV | Payload,StatusActive,,Success
354,354,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Apr 15, 1998 04:00 UTC",Ariane 5 | Payload,StatusActive,128.0,Failure
355,355,NASA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri May 15, 2022 04:00 UTC",Delta IV | Payload,StatusActive,71.2,Success
356,356,SpaceX,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jun 15, 1982 04:00 UTC",Delta IV | Payload,StatusActive,58.8,Success
357,357,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Nov 15, 1983 04:00 UTC",Delta IV | Payload,StatusActive,68.1,Success
358,358,ULA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jul 15, 2008 04:00 UTC",Delta IV | Payload,StatusActive,105.5,Success
359,359,ULA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Nov 15, 1966 04:00 UTC",Delta IV | Payload,StatusActive,68.6,Success
360,360,ULA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Sep 15, 1988 04:00 UTC",Delta IV | Payload,StatusActive,129.7,Success
361,361,NASA,"ELA-3, Guiana Space Centre, French Guiana","Fri Nov 15, 1961 04:00 UTC",Atlas V | Payload,StatusActive,22.6,Success
362,362,Roscosmos,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jun 15, 1996 04:00 UTC",Delta IV | Payload,StatusActive,126.6,Success
363,363,ULA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Sep 15, 1970 04:00 UTC",Falcon 9 | Payload,StatusActive,75.6,Failure
364,364,ULA,"ELA-3, Guiana Space Centre, French Guiana","Fri May 15, 2011 04:00 UTC",Atlas V | Payload,StatusActive,123.6,Success
365,365,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Mar 15, 2008 04:00 UTC",Ariane 5 | Payload,StatusActive,113.9,Failure
366,366,ULA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Mar 15, 1988 04:00 UTC",Delta IV | Payload,StatusActive,149.9,Success
367,367,Roscosmos,"ELA-3, Guiana Space Centre, French Guiana","Fri Jun 15, 1993 04:00 UTC",Ariane 5 | Payload,StatusActive,,Success
368,368,Arianespace,"ELA-3, Guiana Space Centre, French Guiana","Fri Mar 15, 2010 04:00 UTC",Atlas V | Payload,StatusActive,74.9,Success
369,369,ULA,"ELA-3, Guiana Space Centre, French Guiana","Fri Aug 15, 2001 04:00 UTC",Atlas V | Payload,StatusActive,,Failure
370,370,ULA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Sep 15, 1980 04:00 UTC",Ariane 5 | Payload,StatusActive,168.1,Success
371,371,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Feb 15, 2019 04:00 UTC",Atlas V | Payload,StatusActive,100.2,Failure
372,372,SpaceX,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Aug 15, 1977 04:00 UTC",Ariane 5 | Payload,StatusActive,133.4,Success
373,373,ULA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Oct 15, 1963 04:00 UTC",Soyuz 2 | Payload,StatusActive,65.3,Success
374,374,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Fri Sep 15, 2015 04:00 UTC",Delta IV | Payload,StatusActive,44.6,Success
375,375,Roscosmos,"ELA-3, Guiana Space Centre, French Guiana","Fri Oct 15, 1958 04:00 UTC",Ariane 5 | Payload,StatusActive,,Success
376,376,ULA,"ELA-3, Guiana Space Centre, French Guiana","Fri Sep 15, 2001 04:00 UTC",Falcon 9 | Payload,StatusActive,196.1,Success
377,377,Roscosmos,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Aug 15, 2001 04:00 UTC",Soyuz 2 | Payload,StatusActive,,Success
378,378,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jul 15, 2019 04:00 UTC",Delta IV | Payload,StatusActive,,Success
379,379,Roscosmos,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Aug 15, 1963 04:00 UTC",Delta IV | Payload,StatusActive,,Success
380,380,Arianespace,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Feb 15, 1977 04:00 UTC",Ariane 5 | Payload,StatusActive,175.0,Success
381,381,Arianespace,"ELA-3, Guiana Space Centre, French Guiana","Fri May 15, 1969 04:00 UTC",Ariane 5 | Payload,StatusActive,28.1,Success
382,382,Arianespace,"ELA-3, Guiana Space Centre, French Guiana","Fri Jan 15, 1982 04:00 UTC",Ariane 5 | Payload,StatusActive,84.4,Success
383,383,Roscosmos,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jun 15, 1996 04:00 UTC",Atlas V | Payload,StatusActive,,Success
384,384,Arianespace,"ELA-3, Guiana Space Centre, French Guiana","Fri Jan 15, 1992 04:00 UTC",Atlas V | Payload,StatusActive,65.9,Failure
385,385,ULA,"ELA-3, Guiana Space Centre, French Guiana","Fri May 15, 1960 04:00 UTC",Ariane 5 | Payload,StatusActive,177.4,Success
386,386,Arianespace,"ELA-3, Guiana Space Centre, French Guiana","Fri Oct 15, 2017 04:00 UTC",Ariane 5 | Payload,StatusActive,39.5,Success
387,387,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Feb 15, 1960 04:00 UTC",Falcon 9 | Payload,StatusActive,142.6,Success
388,388,Arianespace,"LC-39A, Kennedy Space Center, Florida, USA","Fri May 15, 2017 04:00 UTC",Delta IV | Payload,StatusActive,120.2,Success
389,389,NASA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Dec 15, 1980 04:00 UTC",Falcon 9 | Payload,StatusActive,95.5,Failure
390,390,Arianespace,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Apr 15, 1966 04:00 UTC",Atlas V | Payload,StatusActive,152.8,Success
391,391,Roscosmos,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jun 15, 1984 04:00 UTC",Soyuz 2 | Payload,StatusActive,159.5,Success
392,392,Arianespace,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Apr 15, 1982 04:00 UTC",Falcon 9 | Payload,StatusActive,,Success
393,393,NASA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Sep 15, 2012 04:00 UTC",Ariane 5 | Payload,StatusActive,185.7,Success
394,394,NASA,"ELA-3, Guiana Space Centre, French Guiana","Fri Jul 15, 1988 04:00 UTC",Atlas V | Payload,StatusActive,35.1,Success
395,395,Arianespace,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jul 15, 2016 04:00 UTC",Delta IV | Payload,StatusActive,,Success
396,396,Arianespace,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jun 15, 1977 04:00 UTC",Soyuz 2 | Payload,StatusActive,176.6,Success
397,397,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jul 15, 2005 04:00 UTC",Atlas V | Payload,StatusActive,,Success
398,398,Arianespace,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jul 15, 2007 04:00 UTC",Atlas V | Payload,StatusActive,,Success
399,399,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Sep 15, 1997 04:00 UTC",Soyuz 2 | Payload,StatusActive,,Success
400,400,ULA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Oct 15, 1970 04:00 UTC",Delta IV | Payload,StatusActive,125.2,Success
401,401,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Feb 15, 1986 04:00 UTC",Atlas V | Payload,StatusActive,141.6,Success
402,402,Arianespace,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Sep 15, 1973 04:00 UTC",Atlas V | Payload,StatusActive,188.7,Success
403,403,Arianespace,"ELA-3, Guiana Space Centre, French Guiana","Fri Jun 15, 2000 04:00 UTC",Falcon 9 | Payload,StatusActive,93.9,Failure
404,404,SpaceX,"ELA-3, Guiana Space Centre, French Guiana","Fri May 15, 1983 04:00 UTC",Ariane 5 | Payload,StatusActive,,Success
405,405,Roscosmos,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jul 15, 1981 04:00 UTC",Ariane 5 | Payload,StatusActive,44.7,Success
406,406,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Dec 15, 1985 04:00 UTC",Ariane 5 | Payload,StatusActive,,Success
407,407,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Apr 15, 2001 04:00 UTC",Atlas V | Payload,StatusActive,188.6,Success
408,408,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Aug 15, 1992 04:00 UTC",Delta IV | Payload,StatusActive,194.5,Success
409,409,NASA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Dec 15, 1993 04:00 UTC",Falcon 9 | Payload,StatusActive,44.8,Failure
410,410,NASA,"ELA-3, Guiana Space Centre, French Guiana","Fri Jun 15, 1970 04:00 UTC",Atlas V | Payload,StatusActive,,Success
411,411,SpaceX,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Sep 15, 1967 04:00 UTC",Ariane 5 | Payload,StatusActive,115.6,Success
412,412,SpaceX,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jul 15, 2002 04:00 UTC",Ariane 5 | Payload,StatusActive,189.8,Success
413,413,SpaceX,"ELA-3, Guiana Space Centre, French Guiana","Fri Feb 15, 1990 04:00 UTC",Delta IV | Payload,StatusActive,187.6,Success
414,414,Roscosmos,"ELA-3, Guiana Space Centre, French Guiana","Fri Dec 15, 1986 04:00 UTC",Delta IV | Payload,StatusActive,162.8,Success
415,415,ULA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Feb 15, 2010 04:00 UTC",Ariane 5 | Payload,StatusActive,97.7,Success
416,416,Roscosmos,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jul 15, 2010 04:00 UTC",Delta IV | Payload,StatusActive,39.0,Success
417,417,Arianespace,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jun 15, 2019 04:00 UTC",Delta IV | Payload,StatusActive,42.7,Success
418,418,Arianespace,"ELA-3, Guiana Space Centre, French Guiana","Fri Dec 15, 2012 04:00 UTC",Soyuz 2 | Payload,StatusActive,46.5,Success
419,419,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Apr 15, 1983 04:00 UTC",Delta IV | Payload,StatusActive,139.9,Success
420,420,Arianespace,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Oct 15, 1994 04:00 UTC",Soyuz 2 | Payload,StatusActive,54.8,Success
421,421,NASA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Apr 15, 1973 04:00 UTC",Soyuz 2 | Payload,StatusActive,35.7,Failure
422,422,NASA,"ELA-3, Guiana Space Centre, French Guiana","Fri Sep 15, 1969 04:00 UTC",Falcon 9 | Payload,StatusActive,176.5,Success
423,423,Roscosmos,"LC-39A, Kennedy Space Center, Florida, USA","Fri Sep 15, 1998 04:00 UTC",Soyuz 2 | Payload,StatusActive,,Success
424,424,ULA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jul 15, 1993 04:00 UTC",Falcon 9 | Payload,StatusActive,,Success
425,425,ULA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Apr 15, 1962 04:00 UTC",Soyuz 2 | Payload,StatusActive,,Success
426,426,Roscosmos,"ELA-3, Guiana Space Centre, French Guiana","Fri May 15, 1994 04:00 UTC",Soyuz 2 | Payload,StatusActive,80.5,Success
427,427,Roscosmos,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Apr 15, 1974 04:00 UTC",Soyuz 2 | Payload,StatusActive,80.6,Success
428,428,ULA,"ELA-3, Guiana Space Centre, French Guiana","Fri May 15, 1981 04:00 UTC",Ariane 5 | Payload,StatusActive,162.8,Success
429,429,Arianespace,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Sep 15, 2012 04:00 UTC",Soyuz 2 | Payload,StatusActive,171.7,Success
430,430,NASA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Dec 15, 1957 04:00 UTC",Atlas V | Payload,StatusActive,36.8,Success
431,431,SpaceX,"ELA-3, Guiana Space Centre, French Guiana","Fri Nov 15, 1986 04:00 UTC",Atlas V | Payload,StatusActive,121.3,Success
432,432,Arianespace,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Apr 15, 1958 04:00 UTC",Ariane 5 | Payload,StatusActive,196.8,Success
433,433,Roscosmos,"ELA-3, Guiana Space Centre, French Guiana","Fri Jun 15, 1986 04:00 UTC",Atlas V | Payload,StatusActive,49.6,Success
434,434,SpaceX,"ELA-3, Guiana Space Centre, French Guiana","Fri Oct 15, 1980 04:00 UTC",Ariane 5 | Payload,StatusActive,57.9,Success
435,435,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Oct 15, 1983 04:00 UTC",Falcon 9 | Payload,StatusActive,135.2,Success
436,436,Roscosmos,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Mar 15, 1985 04:00 UTC",Atlas V | Payload,StatusActive,168.8,Success
437,437,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jul 15, 1999 04:00 UTC",Ariane 5 | Payload,StatusActive,146.7,Success
438,438,Arianespace,"ELA-3, Guiana Space Centre, French Guiana","Fri Sep 15, 1996 04:00 UTC",Atlas V | Payload,StatusActive,,Success
439,439,ULA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jan 15, 1966 04:00 UTC",Atlas V | Payload,StatusActive,53.9,Success
440,440,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri May 15, 1991 04:00 UTC",Ariane 5 | Payload,StatusActive,,Success
441,441,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Fri May 15, 1966 04:00 UTC",Atlas V | Payload,StatusActive,183.4,Success
442,442,SpaceX,"ELA-3, Guiana Space Centre, French Guiana","Fri Apr 15, 1971 04:00 UTC",Falcon 9 | Payload,StatusActive,179.4,Success
443,443,ULA,"ELA-3, Guiana Space Centre, French Guiana","Fri Nov 15, 1967 04:00 UTC",Atlas V | Payload,StatusActive,158.1,Success
444,444,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Sep 15, 2008 04:00 UTC",Soyuz 2 | Payload,StatusActive,98.1,Success
445,445,Arianespace,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jan 15, 1995 04:00 UTC",Atlas V | Payload,StatusActive,95.8,Success
446,446,Roscosmos,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Feb 15, 2010 04:00 UTC",Atlas V | Payload,StatusActive,,Success
447,447,NASA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Apr 15, 1987 04:00 UTC",Ariane 5 | Payload,StatusActive,28.9,Success
448,448,ULA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Feb 15, 2020 04:00 UTC",Ariane 5 | Payload,StatusActive,65.0,Success
449,449,SpaceX,"ELA-3, Guiana Space Centre, French Guiana","Fri May 15, 2022 04:00 UTC",Soyuz 2 | Payload,StatusActive,131.6,Success
450,450,Roscosmos,"ELA-3, Guiana Space Centre, French Guiana","Fri Oct 15, 1982 04:00 UTC",Ariane 5 | Payload,StatusActive,30.7,Success
451,451,NASA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Aug 15, 1982 04:00 UTC",Ariane 5 | Payload,StatusActive,38.7,Success
452,452,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jul 15, 1970 04:00 UTC",Atlas V | Payload,StatusActive,,Success
453,453,Arianespace,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Aug 15, 1960 04:00 UTC",Ariane 5 | Payload,StatusActive,50.8,Success
454,454,Arianespace,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Mar 15, 1969 04:00 UTC",Delta IV | Payload,StatusActive,,Success
455,455,NASA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Feb 15, 2017 04:00 UTC",Ariane 5 | Payload,StatusActive,187.8,Success
456,456,SpaceX,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Aug 15, 2004 04:00 UTC",Falcon 9 | Payload,StatusActive,172.8,Success
457,457,Arianespace,"LC-39A, Kennedy Space Center, Florida, USA","Fri Nov 15, 2012 04:00 UTC",Soyuz 2 | Payload,StatusActive,166.8,Success
458,458,ULA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jan 15, 2001 04:00 UTC",Falcon 9 | Payload,StatusActive,,Success
459,459,SpaceX,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Oct 15, 2006 04:00 UTC",Falcon 9 | Payload,StatusActive,,Success
460,460,Arianespace,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Mar 15, 2010 04:00 UTC",Ariane 5 | Payload,StatusActive,,Success
461,461,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jan 15, 2022 04:00 UTC",Delta IV | Payload,StatusActive,89.0,Success
462,462,NASA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jul 15, 2014 04:00 UTC",Atlas V | Payload,StatusActive,,Success
463,463,Roscosmos,"ELA-3, Guiana Space Centre, French Guiana","Fri Oct 15, 2001 04:00 UTC",Ariane 5 | Payload,StatusActive,150.1,Success
464,464,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jun 15, 1987 04:00 UTC",Falcon 9 | Payload,StatusActive,74.4,Success
465,465,ULA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Nov 15, 1974 04:00 UTC",Delta IV | Payload,StatusActive,78.3,Success
466,466,Arianespace,"LC-39A, Kennedy Space Center, Florida, USA","Fri Aug 15, 1996 04:00 UTC",Ariane 5 | Payload,StatusActive,34.0,Success
467,467,ULA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Aug 15, 2007 04:00 UTC",Atlas V | Payload,StatusActive,52.3,Success
468,468,Arianespace,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Nov 15, 2004 04:00 UTC",Falcon 9 | Payload,StatusActive,70.3,Success
469,469,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Mar 15, 1981 04:00 UTC",Soyuz 2 | Payload,StatusActive,109.2,Success
470,470,NASA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jun 15, 1963 04:00 UTC",Soyuz 2 | Payload,StatusActive,,Success
471,471,Arianespace,"LC-39A, Kennedy Space Center, Florida, USA","Fri Dec 15, 1974 04:00 UTC",Falcon 9 | Payload,StatusActive,,Success
472,472,Roscosmos,"LC-39A, Kennedy Space Center, Florida, USA","Fri Oct 15, 1982 04:00 UTC",Atlas V | Payload,StatusActive,190.8,Success
473,473,Roscosmos,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jul 15, 2017 04:00 UTC",Delta IV | Payload,StatusActive,,Success
474,474,Arianespace,"LC-39A, Kennedy Space Center, Florida, USA","Fri Aug 15, 1999 04:00 UTC",Delta IV | Payload,StatusActive,127.9,Success
475,475,Arianespace,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Sep 15, 2005 04:00 UTC",Ariane 5 | Payload,StatusActive,91.6,Success
476,476,Roscosmos,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Aug 15, 2011 04:00 UTC",Falcon 9 | Payload,StatusActive,74.6,Success
477,477,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Fri Dec 15, 1962 04:00 UTC",Ariane 5 | Payload,StatusActive,73.7,Success
478,478,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Dec 15, 1980 04:00 UTC",Delta IV | Payload,StatusActive,,Success
479,479,SpaceX,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Nov 15, 1984 04:00 UTC",Atlas V | Payload,StatusActive,138.6,Success
480,480,ULA,"ELA-3, Guiana Space Centre, French Guiana","Fri Dec 15, 1996 04:00 UTC",Soyuz 2 | Payload,StatusActive,,Success
481,481,SpaceX,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jul 15, 2002 04:00 UTC",Atlas V | Payload,StatusActive,150.3,Success
482,482,NASA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Sep 15, 2006 04:00 UTC",Delta IV | Payload,StatusActive,,Success
483,483,ULA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jul 15, 1988 04:00 UTC",Falcon 9 | Payload,StatusActive,110.3,Success
484,484,Roscosmos,"LC-39A, Kennedy Space Center, Florida, USA","Fri Sep 15, 1984 04:00 UTC",Falcon 9 | Payload,StatusActive,53.1,Success
485,485,SpaceX,"ELA-3, Guiana Space Centre, French Guiana","Fri Apr 15, 2018 04:00 UTC",Falcon 9 | Payload,StatusActive,104.8,Success
486,486,NASA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Feb 15, 1996 04:00 UTC",Atlas V | Payload,StatusActive,50.7,Success
487,487,Arianespace,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Feb 15, 1979 04:00 UTC",Ariane 5 | Payload,StatusActive,147.6,Success
488,488,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Dec 15, 1996 04:00 UTC",Falcon 9 | Payload,StatusActive,54.1,Success
489,489,ULA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Dec 15, 1996 04:00 UTC",Soyuz 2 | Payload,StatusActive,131.4,Success
490,490,Arianespace,"ELA-3, Guiana Space Centre, French Guiana","Fri May 15, 1960 04:00 UTC",Delta IV | Payload,StatusActive,20.6,Success
491,491,Arianespace,"LC-39A, Kennedy Space Center, Florida, USA","Fri Nov 15, 1958 04:00 UTC",Delta IV | Payload,StatusActive,,Success
492,492,SpaceX,"ELA-3, Guiana Space Centre, French Guiana","Fri Sep 15, 2016 04:00 UTC",Soyuz 2 | Payload,StatusActive,136.6,Success
493,493,NASA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Apr 15, 2019 04:00 UTC",Falcon 9 | Payload,StatusActive,44.7,Success
494,494,Arianespace,"LC-39A, Kennedy Space Center, Florida, USA","Fri Oct 15, 1996 04:00 UTC",Soyuz 2 | Payload,StatusActive,,Success
495,495,Arianespace,"ELA-3, Guiana Space Centre, French Guiana","Fri Sep 15, 1974 04:00 UTC",Atlas V | Payload,StatusActive,144.8,Success
496,496,ULA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Nov 15, 1962 04:00 UTC",Delta IV | Payload,StatusActive,154.9,Success
497,497,ULA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Sep 15, 1972 04:00 UTC",Atlas V | Payload,StatusActive,,Success
498,498,NASA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Sep 15, 1976 04:00 UTC",Ariane 5 | Payload,StatusActive,196.4,Success
499,499,Arianespace,"LC-39A, Kennedy Space Center, Florida, USA","Fri Apr 15, 2016 04:00 UTC",Soyuz 2 | Payload,StatusActive,51.8,Success
500,500,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Nov 15, 2002 04:00 UTC",Falcon 9 | Payload,StatusActive,191.6,Failure
501,501,Roscosmos,"ELA-3, Guiana Space Centre, French Guiana","Fri Mar 15, 1984 04:00 UTC",Soyuz 2 | Payload,StatusActive,20.5,Success
502,502,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jul 15, 1971 04:00 UTC",Delta IV | Payload,StatusActive,102.7,Success
503,503,ULA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Apr 15, 1965 04:00 UTC",Atlas V | Payload,StatusActive,188.9,Success
504,504,Arianespace,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jul 15, 2015 04:00 UTC",Ariane 5 | Payload,StatusActive,123.3,Success
505,505,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Fri Nov 15, 1982 04:00 UTC",Delta IV | Payload,StatusActive,,Success
506,506,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Sep 15, 1999 04:00 UTC",Ariane 5 | Payload,StatusActive,159.2,Success
507,507,Arianespace,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jul 15, 2011 04:00 UTC",Ariane 5 | Payload,StatusActive,189.3,Failure
508,508,ULA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Oct 15, 1997 04:00 UTC",Falcon 9 | Payload,StatusActive,,Success
509,509,NASA,"ELA-3, Guiana Space Centre, French Guiana","Fri Jan 15, 1980 04:00 UTC",Ariane 5 | Payload,StatusActive,56.3,Success
510,510,Roscosmos,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Oct 15, 1981 04:00 UTC",Atlas V | Payload,StatusActive,,Success
511,511,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Mar 15, 1968 04:00 UTC",Atlas V | Payload,StatusActive,121.9,Success
512,512,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Oct 15, 2009 04:00 UTC",Atlas V | Payload,StatusActive,116.5,Success
513,513,Arianespace,"ELA-3, Guiana Space Centre, French Guiana","Fri Dec 15, 2004 04:00 UTC",Falcon 9 | Payload,StatusActive,80.6,Success
514,514,SpaceX,"ELA-3, Guiana Space Centre, French Guiana","Fri Nov 15, 1961 04:00 UTC",Delta IV | Payload,StatusActive,130.3,Success
515,515,SpaceX,"ELA-3, Guiana Space Centre, French Guiana","Fri Sep 15, 2021 04:00 UTC",Falcon 9 | Payload,StatusActive,,Success
516,516,SpaceX,"ELA-3, Guiana Space Centre, French Guiana","Fri Aug 15, 1957 04:00 UTC",Soyuz 2 | Payload,StatusActive,46.7,Success
517,517,NASA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Sep 15, 2017 04:00 UTC",Atlas V | Payload,StatusActive,135.8,Success
518,518,NASA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Dec 15, 1978 04:00 UTC",Delta IV | Payload,StatusActive,42.0,Success
519,519,SpaceX,"ELA-3, Guiana Space Centre, French Guiana","Fri Aug 15, 2002 04:00 UTC",Ariane 5 | Payload,StatusActive,,Success
520,520,ULA,"ELA-3, Guiana Space Centre, French Guiana","Fri Jul 15, 1979 04:00 UTC",Ariane 5 | Payload,StatusActive,,Success
521,521,ULA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Dec 15, 1960 04:00 UTC",Soyuz 2 | Payload,StatusActive,180.8,Success
522,522,Arianespace,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Sep 15, 2001 04:00 UTC",Delta IV | Payload,StatusActive,,Success
